brand,km_driven,fuel,owner,selling_price
Hyundai,158732,LPG,Third Owner,362518
Tata,4168,CNG,Fourth Owner,586809
MG,48124,Electric,Second Owner,257091
Ford,169969,CNG,Third Owner,194776
Hyundai,149104,LPG,Second Owner,108933
Jeep,55797,Electric,Fourth Owner,93856
Ford,38294,Electric,Second Owner,473831
Fiat,177899,Diesel,First Owner,171638
MG,6516,CNG,Fourth Owner,136849
Toyota,153823,Electric,Fourth Owner,514244
Fiat,33373,LPG,Second Owner,399135
Nissan,125026,Diesel,Second Owner,542474
Jeep,33270,Electric,Third Owner,466650
Tata,144458,CNG,First Owner,412022
Chevrolet,198889,Diesel,Fourth Owner,458890
Isuzu,68184,CNG,Fourth Owner,356935
MG,40879,CNG,Fourth Owner,270712
Nissan,52597,CNG,Third Owner,577543
Volkswagen,173204,Diesel,First Owner,481042
Nissan,6626,Electric,Fourth Owner,511322
Jeep,88936,Petrol,Fourth Owner,405183
Fiat,84515,Electric,Third Owner,516202
Fiat,58390,Diesel,Second Owner,266879
Toyota,150717,Petrol,Fourth Owner,287079
Nissan,57144,Petrol,First Owner,105569
Volvo,147454,Petrol,First Owner,131434
Fiat,7025,LPG,First Owner,260997
Toyota,177298,Diesel,First Owner,294790
Volkswagen,82380,LPG,Third Owner,479498
Volvo,121910,Petrol,Fourth Owner,102082
Hyundai,99055,LPG,Third Owner,497905
Chevrolet,129189,LPG,First Owner,388551
Toyota,137515,Diesel,First Owner,115711
Jeep,24395,CNG,First Owner,558469
BMW,13725,LPG,Third Owner,523858
Chevrolet,36461,LPG,First Owner,505186
Fiat,44115,Petrol,Fourth Owner,334501
Honda,113084,Petrol,First Owner,350714
Skoda,86732,Petrol,Fourth Owner,581322
Jeep,82557,Electric,Fourth Owner,66263
Kia,74260,LPG,First Owner,231171
Toyota,162762,Petrol,Third Owner,255384
Isuzu,4407,Diesel,Second Owner,552574
Hyundai,76568,Electric,Second Owner,125348
Datsun,61560,CNG,Fourth Owner,470141
Volkswagen,181412,LPG,Third Owner,331719
Toyota,151866,LPG,Second Owner,72231
Nissan,153953,Diesel,First Owner,559135
Mahindra,183775,CNG,First Owner,240409
MG,178426,CNG,Fourth Owner,61357
Kia,94288,Electric,Third Owner,510189
Mahindra,122020,LPG,Third Owner,55566
Volkswagen,102301,Petrol,Second Owner,381694
Mahindra,17390,Diesel,Second Owner,439203
Datsun,30307,Diesel,First Owner,496722
Kia,27502,Diesel,Fourth Owner,391293
Kia,25486,Diesel,Third Owner,345843
Toyota,114813,Petrol,Second Owner,298089
BMW,172330,Petrol,Second Owner,361689
Toyota,191788,Electric,Fourth Owner,543985
Mahindra,106920,LPG,Fourth Owner,233501
Maruti,85768,Petrol,First Owner,426071
MG,144820,Electric,Fourth Owner,268422
Volkswagen,65785,CNG,First Owner,371417
Kia,79050,LPG,First Owner,442270
Fiat,25738,Petrol,Fourth Owner,57509
Volkswagen,77231,CNG,Fourth Owner,292225
Renault,76606,Electric,Fourth Owner,274350
Renault,44662,Petrol,Fourth Owner,258222
Fiat,121313,Petrol,Fourth Owner,519053
Kia,18123,CNG,First Owner,305117
Kia,159688,Petrol,Second Owner,113305
Skoda,14182,Diesel,Third Owner,354995
Jeep,93369,Petrol,Third Owner,389054
Datsun,196085,LPG,First Owner,84407
Ford,165403,CNG,First Owner,260590
Toyota,180170,LPG,Second Owner,488868
Isuzu,29128,Electric,Fourth Owner,322659
Volvo,34556,LPG,First Owner,412722
Toyota,155948,Diesel,Third Owner,191902
Mahindra,143021,Diesel,Fourth Owner,372775
Kia,54962,LPG,First Owner,412928
Isuzu,93054,Electric,Fourth Owner,175496
Volvo,27099,Petrol,Third Owner,278170
Toyota,146788,Diesel,Fourth Owner,457544
Kia,186683,LPG,First Owner,455895
Maruti,172957,LPG,First Owner,595346
Isuzu,56144,LPG,Third Owner,438370
Ford,199292,Petrol,Second Owner,278845
Fiat,10837,CNG,Second Owner,358840
Datsun,183427,Electric,Fourth Owner,88872
Honda,181371,CNG,First Owner,597594
MG,153231,Electric,First Owner,471426
Hyundai,128212,Electric,Third Owner,95693
Maruti,119680,LPG,Third Owner,381061
Datsun,109802,Diesel,First Owner,412512
Jeep,105413,LPG,Third Owner,548109
Ford,54012,Petrol,Second Owner,275449
Fiat,133193,Electric,Second Owner,188519
Honda,193377,Diesel,Fourth Owner,529120
Mahindra,151178,Electric,Third Owner,201343
Nissan,61123,Electric,Fourth Owner,509091
Kia,114825,LPG,Third Owner,338365
Renault,11720,Diesel,Third Owner,308180
Chevrolet,171733,Diesel,Second Owner,404943
Volkswagen,155192,Electric,First Owner,106467
Hyundai,153862,Diesel,Third Owner,161414
Honda,61655,Diesel,Third Owner,93086
Mahindra,193715,LPG,Third Owner,50638
Isuzu,96448,CNG,First Owner,244006
Honda,181446,Petrol,Fourth Owner,97234
Kia,176979,CNG,Fourth Owner,373193
Mahindra,184143,Diesel,Third Owner,160406
Renault,123507,Electric,Third Owner,190813
Datsun,37812,Petrol,Fourth Owner,375148
Nissan,52570,Petrol,Fourth Owner,373633
Mahindra,53901,Electric,Second Owner,155711
Chevrolet,63186,Petrol,Third Owner,469297
Volvo,125066,Electric,Fourth Owner,387247
Toyota,131364,Petrol,Second Owner,547288
Tata,184323,CNG,First Owner,298134
Kia,199243,Petrol,Third Owner,168778
Mahindra,39160,LPG,Fourth Owner,83103
Volkswagen,22156,Electric,Third Owner,65330
Chevrolet,79208,Petrol,Second Owner,459680
Toyota,152001,Electric,Fourth Owner,183206
Skoda,196631,LPG,First Owner,174679
Ford,188277,Petrol,First Owner,276270
Maruti,198413,Petrol,Second Owner,50184
Toyota,98377,LPG,First Owner,539139
Honda,45863,LPG,First Owner,171529
Renault,68439,LPG,First Owner,105810
Skoda,141266,Electric,First Owner,250122
Maruti,124361,LPG,First Owner,514829
Tata,99176,Electric,First Owner,387180
Renault,32777,CNG,First Owner,130528
Mahindra,160255,Petrol,Fourth Owner,236185
Toyota,161517,Petrol,First Owner,234168
Volkswagen,90201,Diesel,Fourth Owner,584421
Datsun,150270,CNG,Third Owner,165742
Hyundai,155483,LPG,Second Owner,194574
Ford,184649,LPG,First Owner,358623
MG,18867,CNG,Second Owner,137957
Skoda,65501,LPG,First Owner,326570
Tata,148338,Diesel,Fourth Owner,513447
Skoda,42422,Electric,First Owner,140947
Isuzu,169280,Petrol,Third Owner,517595
Honda,124544,CNG,Second Owner,81152
MG,165285,Petrol,Second Owner,416014
Honda,141439,Electric,Third Owner,342881
Tata,38362,CNG,Fourth Owner,219839
Hyundai,54588,Electric,Fourth Owner,274864
MG,172357,LPG,Third Owner,367857
Hyundai,129683,LPG,Second Owner,91815
Tata,39307,LPG,First Owner,508213
Datsun,83280,Electric,Fourth Owner,504075
Honda,153939,Electric,First Owner,399931
Hyundai,59523,Electric,Second Owner,561098
BMW,140450,Petrol,First Owner,390387
Skoda,110669,Electric,Third Owner,532869
MG,161998,LPG,Fourth Owner,72743
Toyota,106215,Diesel,Fourth Owner,262204
Ford,101707,Electric,Third Owner,80339
Volkswagen,147252,Diesel,Third Owner,84121
Fiat,95837,LPG,Fourth Owner,486211
Jeep,121070,Electric,Fourth Owner,426276
Kia,171003,Petrol,Fourth Owner,91446
Jeep,158086,Petrol,Second Owner,299380
MG,82872,Diesel,Second Owner,176530
Datsun,192574,Petrol,Second Owner,488894
Jeep,90736,Petrol,First Owner,523468
MG,8470,Petrol,Second Owner,408486
Skoda,149025,LPG,Fourth Owner,133404
BMW,172579,Petrol,Second Owner,360062
Honda,95969,CNG,Fourth Owner,146666
Jeep,94493,Electric,Third Owner,558594
Volkswagen,9523,Petrol,First Owner,238307
Volvo,191262,Petrol,First Owner,580413
Skoda,181833,Petrol,Third Owner,288580
Ford,34169,CNG,Fourth Owner,439566
BMW,48641,Petrol,First Owner,283084
Skoda,157062,Petrol,Second Owner,341190
MG,32661,Electric,Fourth Owner,269368
Maruti,147491,CNG,First Owner,434762
BMW,17457,CNG,Third Owner,584402
Tata,70600,Petrol,Fourth Owner,50637
Isuzu,106619,CNG,First Owner,400857
Skoda,79102,Diesel,Third Owner,338953
Mahindra,36085,CNG,Fourth Owner,502685
Maruti,100064,CNG,Second Owner,127185
Jeep,184726,CNG,Fourth Owner,455096
MG,140202,LPG,Second Owner,526535
Tata,108723,LPG,Fourth Owner,306286
BMW,136114,LPG,Third Owner,428337
Hyundai,73134,CNG,Second Owner,156745
Chevrolet,45982,Diesel,Second Owner,377460
Toyota,68185,CNG,Fourth Owner,351355
Maruti,36477,Petrol,First Owner,397613
Isuzu,117161,Diesel,Second Owner,353561
Volkswagen,55709,LPG,Fourth Owner,243899
Hyundai,162788,Electric,Third Owner,422027
Renault,81137,Diesel,Fourth Owner,298945
Hyundai,39018,LPG,Fourth Owner,200694
Renault,142133,Diesel,Second Owner,566356
Maruti,142681,Diesel,First Owner,124975
Nissan,38371,CNG,Third Owner,110666
Honda,86021,Petrol,Second Owner,413021
BMW,154877,Electric,Second Owner,368149
Toyota,10857,LPG,Second Owner,192475
Isuzu,145692,Diesel,Third Owner,556201
Tata,11177,Electric,First Owner,535705
Honda,164183,Diesel,Third Owner,493827
Nissan,91578,Petrol,Third Owner,594903
Fiat,92941,Electric,First Owner,368952
Ford,14826,LPG,Third Owner,83580
BMW,147962,Diesel,Fourth Owner,173731
Kia,85428,Petrol,Third Owner,404000
MG,129044,Electric,Second Owner,92898
Fiat,192103,Diesel,Third Owner,132790
Datsun,78020,Diesel,Second Owner,589515
Kia,8495,LPG,Third Owner,456976
Tata,31481,Petrol,Second Owner,320970
Isuzu,145339,CNG,Second Owner,522691
Volkswagen,120897,Diesel,Second Owner,411116
Honda,140815,Electric,First Owner,503648
Kia,188872,LPG,Third Owner,517212
Chevrolet,106475,LPG,Third Owner,501420
Tata,182845,Diesel,Fourth Owner,451889
Honda,60042,Diesel,Fourth Owner,518205
Jeep,52476,Diesel,Fourth Owner,590192
Mahindra,31552,CNG,Third Owner,175212
BMW,199314,Diesel,First Owner,274978
Chevrolet,179844,Petrol,Second Owner,137469
Renault,177802,Electric,Third Owner,578622
Fiat,163020,Diesel,First Owner,409140
Honda,72093,CNG,First Owner,77268
Hyundai,72123,Electric,Third Owner,114636
Hyundai,19535,LPG,Second Owner,435905
Honda,69490,Diesel,First Owner,267975
Isuzu,49562,Electric,Third Owner,571471
Chevrolet,122042,LPG,Second Owner,74136
BMW,92080,CNG,Fourth Owner,481003
Isuzu,192607,Petrol,First Owner,598713
Kia,44269,Diesel,First Owner,538217
Hyundai,83674,Petrol,Third Owner,593249
Maruti,45462,CNG,Third Owner,214515
Toyota,137199,Electric,Second Owner,330967
Chevrolet,26147,Electric,Fourth Owner,387553
Maruti,179600,CNG,Fourth Owner,154249
Chevrolet,80095,CNG,Third Owner,75852
Jeep,93925,Diesel,Third Owner,87535
Chevrolet,69381,LPG,Second Owner,581292
BMW,102468,Petrol,Third Owner,549248
Honda,66749,Petrol,Second Owner,208895
Honda,172744,Electric,Second Owner,299408
Renault,16731,Electric,Fourth Owner,57131
Tata,127647,Diesel,Second Owner,494022
Volkswagen,188584,CNG,Fourth Owner,474787
Hyundai,54024,Petrol,Fourth Owner,144200
Skoda,119712,Diesel,Fourth Owner,131118
Hyundai,104121,Electric,Third Owner,598524
Toyota,6832,Electric,Fourth Owner,335574
Fiat,35332,Petrol,Second Owner,133299
Toyota,15467,Electric,Third Owner,426640
Volkswagen,44025,Electric,Second Owner,500583
MG,147179,LPG,Third Owner,414899
Volkswagen,80994,CNG,Second Owner,531239
Chevrolet,97202,Electric,First Owner,177845
BMW,46481,LPG,First Owner,183727
Isuzu,136653,Diesel,First Owner,500968
Tata,78118,Electric,Second Owner,542834
Nissan,127010,Diesel,Third Owner,228742
Hyundai,185710,Electric,Fourth Owner,186344
Volvo,126714,Petrol,Fourth Owner,349615
Volvo,142490,LPG,Second Owner,98762
Ford,163185,LPG,Second Owner,215379
Volvo,87363,Petrol,Second Owner,396768
Hyundai,126607,CNG,Second Owner,382744
Kia,66044,LPG,Fourth Owner,559009
Hyundai,195102,Diesel,Third Owner,367032
Nissan,14814,LPG,Fourth Owner,192675
Isuzu,102340,CNG,Second Owner,380168
Fiat,13024,Diesel,First Owner,140728
Renault,197360,Diesel,Fourth Owner,197483
Volvo,112236,Petrol,First Owner,110399
Renault,60836,Electric,First Owner,276274
Honda,10435,Petrol,Second Owner,549727
Renault,73601,Electric,Fourth Owner,110692
Chevrolet,123871,Petrol,Third Owner,123513
Volvo,137479,Electric,Fourth Owner,540783
Mahindra,101943,LPG,Third Owner,437185
Jeep,35940,Diesel,Third Owner,502645
Jeep,8666,Electric,Second Owner,251157
Maruti,40122,LPG,Third Owner,405045
Toyota,121647,CNG,Fourth Owner,205579
Toyota,159164,Petrol,Fourth Owner,120509
Mahindra,132753,CNG,First Owner,582724
Skoda,126402,LPG,Third Owner,60086
Datsun,104190,CNG,Second Owner,403198
Ford,103468,CNG,Second Owner,463067
Mahindra,132207,LPG,Fourth Owner,307144
BMW,29505,Diesel,Third Owner,276562
BMW,39713,Electric,Second Owner,51745
Toyota,188459,Petrol,Third Owner,535685
Tata,46169,Electric,Third Owner,53879
Mahindra,80511,Petrol,First Owner,266769
Isuzu,185814,Electric,Second Owner,425513
Ford,43522,CNG,First Owner,388668
BMW,102397,Diesel,Second Owner,401150
Honda,6880,CNG,Third Owner,467065
Mahindra,177526,Diesel,Second Owner,282700
Chevrolet,189783,LPG,Fourth Owner,341220
Mahindra,46539,Petrol,Third Owner,398128
Ford,17799,Petrol,Second Owner,121035
Ford,107843,LPG,First Owner,53841
Hyundai,194174,Electric,First Owner,357034
Tata,184798,LPG,Third Owner,439871
Fiat,51784,LPG,First Owner,599690
Kia,116034,Diesel,Third Owner,423857
Mahindra,177405,LPG,Third Owner,417507
Ford,174900,Petrol,Third Owner,147807
Maruti,57362,CNG,Second Owner,224060
Volkswagen,56997,Diesel,Third Owner,537019
Isuzu,184413,Diesel,First Owner,257382
Volkswagen,153145,Electric,Fourth Owner,443769
Isuzu,105399,CNG,Second Owner,319189
Ford,17549,Diesel,First Owner,387060
Volkswagen,59920,LPG,Third Owner,106435
Toyota,154388,Diesel,Third Owner,148453
Datsun,160255,Diesel,Fourth Owner,295749
Honda,96860,Diesel,First Owner,570848
Datsun,27624,Electric,Second Owner,52853
Nissan,196587,Diesel,First Owner,160884
BMW,49705,Diesel,Third Owner,98022
Toyota,92326,Electric,Second Owner,445952
Hyundai,160828,CNG,Third Owner,345868
BMW,63390,Petrol,Third Owner,473500
Jeep,71369,Electric,First Owner,156911
Isuzu,12589,Electric,Fourth Owner,454862
Skoda,116012,Diesel,Third Owner,527781
Honda,148188,Diesel,First Owner,135694
Renault,76181,Petrol,Second Owner,457558
BMW,178858,Diesel,Fourth Owner,546533
Tata,126711,LPG,Third Owner,245333
Kia,79425,Diesel,Third Owner,309004
Kia,164358,Diesel,Second Owner,445151
Volkswagen,18994,LPG,First Owner,539218
Datsun,114915,Petrol,Third Owner,144203
Renault,125961,LPG,Second Owner,236793
Datsun,107672,Electric,Third Owner,149039
Renault,29639,LPG,First Owner,314982
Renault,20205,CNG,Fourth Owner,150166
Maruti,59677,Electric,First Owner,80384
Hyundai,35930,Diesel,First Owner,357522
Jeep,76313,Electric,First Owner,419462
Maruti,116153,Petrol,Second Owner,475859
Kia,21316,Petrol,Third Owner,460142
Isuzu,161376,LPG,Fourth Owner,88977
Skoda,99058,Electric,Second Owner,73652
Nissan,90876,Diesel,First Owner,60270
Hyundai,88366,Petrol,Fourth Owner,242702
Skoda,16403,Diesel,First Owner,86417
Skoda,83052,CNG,First Owner,177390
Datsun,76495,Petrol,First Owner,490110
Fiat,166004,LPG,Fourth Owner,375397
Datsun,99090,CNG,Third Owner,229913
Volkswagen,39701,Electric,First Owner,364867
Volvo,137457,Diesel,Third Owner,201389
Ford,60241,Petrol,Fourth Owner,262056
MG,144439,CNG,Fourth Owner,387593
Maruti,68030,CNG,First Owner,131141
Ford,180577,Petrol,Third Owner,574845
Skoda,167404,Electric,Third Owner,487599
Volkswagen,169340,Electric,First Owner,449256
Skoda,159635,LPG,Second Owner,96652
Nissan,108185,Electric,Second Owner,166048
Maruti,39404,LPG,Fourth Owner,110941
Volkswagen,58182,CNG,Fourth Owner,386972
Volvo,35991,Petrol,Second Owner,207182
Honda,107601,Electric,Second Owner,448565
Datsun,181735,LPG,Second Owner,211446
Ford,68886,CNG,First Owner,396689
BMW,125002,Electric,First Owner,422767
Skoda,86848,Diesel,First Owner,443273
Chevrolet,158199,CNG,First Owner,405973
Toyota,60692,Electric,First Owner,376722
Nissan,40500,CNG,First Owner,200193
BMW,36785,Petrol,Fourth Owner,317637
Fiat,87146,Petrol,Third Owner,269778
Volvo,50997,Petrol,Fourth Owner,552895
Mahindra,10170,Diesel,Third Owner,313575
Volvo,147375,Petrol,Fourth Owner,503685
Volvo,74743,Diesel,Fourth Owner,505457
Nissan,38187,Petrol,First Owner,267199
Ford,199106,CNG,First Owner,454567
Ford,135965,Electric,Third Owner,343339
Skoda,147825,Electric,Third Owner,203807
Kia,41090,Petrol,First Owner,589491
Tata,198994,Electric,Fourth Owner,316118
Fiat,62412,Petrol,Third Owner,285281
Jeep,59030,Petrol,Second Owner,414913
Datsun,20509,LPG,Second Owner,552578
Skoda,71653,LPG,Second Owner,62636
Skoda,171001,LPG,Third Owner,347214
Renault,132626,Diesel,First Owner,471976
Hyundai,182363,LPG,First Owner,579254
Fiat,7042,Petrol,First Owner,396106
Isuzu,196646,CNG,Third Owner,459274
Honda,40201,LPG,Third Owner,290275
Datsun,17016,LPG,Second Owner,52998
Toyota,28022,CNG,Third Owner,172659
Toyota,30938,Petrol,Second Owner,111265
Chevrolet,177750,Diesel,Second Owner,116445
Renault,121171,LPG,First Owner,215720
Renault,64720,CNG,Third Owner,455234
Isuzu,108514,Petrol,First Owner,54476
Kia,190877,Electric,First Owner,208554
Toyota,136058,Diesel,Third Owner,243585
MG,79478,CNG,Third Owner,267483
Skoda,146233,CNG,Fourth Owner,342592
Hyundai,154761,CNG,Second Owner,523119
Volkswagen,130101,LPG,Fourth Owner,468336
Jeep,97699,Electric,Second Owner,499769
Hyundai,194996,Diesel,Second Owner,511849
Nissan,102273,Petrol,Second Owner,225657
Kia,66745,Petrol,First Owner,148856
Fiat,135283,Electric,First Owner,203016
Datsun,134301,CNG,Third Owner,111282
Skoda,121972,CNG,Second Owner,137393
Isuzu,182614,CNG,Second Owner,592358
Renault,148417,CNG,Second Owner,106690
Skoda,104489,CNG,First Owner,572386
Chevrolet,34819,Electric,Third Owner,419137
Isuzu,50779,LPG,First Owner,502655
BMW,95244,Diesel,Fourth Owner,343633
BMW,68584,CNG,Fourth Owner,73178
MG,154022,LPG,Fourth Owner,370100
Volvo,149245,Petrol,Third Owner,228874
Chevrolet,61032,Electric,Fourth Owner,112778
Datsun,118074,LPG,Third Owner,238791
Honda,102273,CNG,First Owner,476904
Mahindra,31036,CNG,First Owner,168292
Datsun,74356,CNG,Third Owner,286424
MG,148364,LPG,First Owner,96475
Renault,6052,CNG,First Owner,362841
Fiat,47377,LPG,Third Owner,210749
Isuzu,70819,CNG,Fourth Owner,60272
Volkswagen,116689,Petrol,Third Owner,563214
Skoda,149692,Petrol,Second Owner,158644
Chevrolet,33461,Diesel,First Owner,256308
Skoda,23750,CNG,Third Owner,198369
Chevrolet,12472,CNG,First Owner,287957
Mahindra,72263,LPG,Fourth Owner,471841
MG,115036,LPG,First Owner,430457
Nissan,191674,CNG,Third Owner,499694
Nissan,28523,Diesel,Fourth Owner,375053
Volkswagen,164838,CNG,Fourth Owner,544090
Isuzu,106262,LPG,Fourth Owner,594409
Hyundai,69060,CNG,Second Owner,347691
Fiat,12079,LPG,Third Owner,375786
BMW,142471,CNG,Third Owner,337058
Isuzu,63726,Electric,Fourth Owner,428808
Fiat,95906,LPG,First Owner,553148
Volvo,19532,Diesel,Fourth Owner,117258
MG,125689,Electric,Second Owner,110563
Volkswagen,46162,CNG,Fourth Owner,231122
Nissan,137821,LPG,Third Owner,115638
Ford,14353,Electric,Fourth Owner,456478
Maruti,115313,Diesel,First Owner,450669
Honda,31477,LPG,Third Owner,409271
Volvo,158642,Electric,First Owner,454255
Mahindra,89373,Electric,Fourth Owner,316714
MG,145509,Electric,Third Owner,122242
Fiat,172176,Petrol,Second Owner,454871
Ford,197442,CNG,Third Owner,279810
Fiat,7551,LPG,First Owner,97907
Skoda,71359,LPG,Third Owner,386802
Kia,188952,LPG,Second Owner,96371
Jeep,146988,Electric,Second Owner,599175
Skoda,129150,CNG,Second Owner,588147
Maruti,175517,Diesel,Second Owner,360483
MG,50636,LPG,First Owner,534284
Ford,32685,CNG,Third Owner,547981
Honda,54134,CNG,Fourth Owner,234307
Maruti,91916,Petrol,Second Owner,547516
Toyota,110967,LPG,Fourth Owner,546372
Skoda,97455,Electric,Fourth Owner,216587
Honda,174065,CNG,Third Owner,458632
Kia,178405,CNG,Fourth Owner,516032
Hyundai,192937,Diesel,Fourth Owner,427925
Nissan,52756,Petrol,First Owner,486962
Kia,125863,CNG,Fourth Owner,224847
Chevrolet,64192,CNG,Third Owner,414211
Mahindra,194758,Electric,Fourth Owner,565255
Hyundai,51733,Electric,Third Owner,573966
Renault,28993,Diesel,Second Owner,324371
Jeep,164564,Diesel,Fourth Owner,456247
Volkswagen,155053,Diesel,Fourth Owner,289891
Renault,27143,Electric,Fourth Owner,379708
BMW,194349,Electric,Second Owner,434758
Toyota,110044,Petrol,First Owner,199385
Kia,184062,LPG,Fourth Owner,295398
MG,131406,LPG,Third Owner,387330
Datsun,196960,Petrol,First Owner,272832
Chevrolet,72351,LPG,First Owner,500967
Chevrolet,184071,Electric,First Owner,364636
Hyundai,73309,LPG,Fourth Owner,342508
BMW,146518,Electric,Second Owner,461577
Nissan,164805,Petrol,Second Owner,156330
Jeep,122156,Diesel,Fourth Owner,474286
Volvo,79000,Petrol,Third Owner,153722
Tata,182704,LPG,Third Owner,79854
Volvo,24576,Electric,Third Owner,146742
Ford,6320,LPG,Fourth Owner,479581
Toyota,144822,LPG,Second Owner,526514
Fiat,106002,Diesel,Fourth Owner,280305
Toyota,187535,LPG,Second Owner,171232
BMW,29572,Diesel,First Owner,327599
